id,label,sentence,label_des,original_label
446,103,一个订单买两箱能分两个地址发吗亲,买家咨询退换货地址,103
447,54,亲，双十一买的，还不给发货呀，时间太长了,买家咨询发货时间,54
448,3,这个不想要了 是不是退不了,买家表示不想要了,3
449,97,圆通也可以呢！,买家咨询是否可以指定快递,97
450,65,地垫可以定制吗,买家咨询能否定制,65
451,113,衣服钱退我了，邮费怎么退呢,买家咨询运费金额,113
452,49,拍下能改地址吗,买家要求修改收件信息,49
453,35,我有点不懂,买家发送支付宝账号,35
454,60,但是那个购物津贴明天才能用啊,买家咨询活动规则,60
455,74,但衣服应该已经寄到你哪里了,买家咨询商家是否收到寄回的商品,74
456,49,我知道双十一你们很忙，我地址拍错了，能改一下吗？谢谢！,买家要求修改收件信息,49
457,62,就是说双十一之后没有三元优惠了,买家咨询买多件能否优惠,62
458,70,有点不懂呢,买家咨询如何加入会员,70
459,2,袋子是好的,买家表达赞美/满意,2
460,75,包装盒有吧,买家咨询商品包装,75
461,81,3份有1斤吗,买家咨询商品具体尺码尺寸,81
462,66,把L先发可以不？,买家咨询能否分开/一起发货,66
463,66,那你们分开发吧,买家咨询能否分开/一起发货,66
464,54,请问你们是从那里发货的？,买家咨询发货时间,54
465,45,可以定尺码吗,买家要求核对订单信息,45
466,60,这是买一送一吗？,买家咨询活动规则,60
467,39,对不起我家孩子穿着太老气了,买家向商家表达不好意思,39
468,51,错了，稍等一下,买家要求延长收货时间,51
469,69,新疆和田市发货吗,买家咨询偏远地区是否发货,69
470,80,就五元,买家咨询商品价格,80
471,92,这款桌椅大概有多重啊,买家咨询是否可以打折,92
472,82,升级款按压式和按压式有什么区别呢,买家咨询商品区别,82
473,9,好像我买不了,买家表示拍错了,9
474,62,那你尽快,买家咨询买多件能否优惠,62
475,5,能不能把价格改一下 /:018,买家表示好的,5
476,49,亲，我的裤子已经寄回了，显示签收了，麻烦你们尽快帮我发回换的裤子,买家要求修改收件信息,49
477,71,豪士礼包券怎么用不了啊,买家咨询如何领取优惠券,71
478,46,那你不可以撤销？,买家要求取消退换货退款,46
479,97,你给我发邮政,买家咨询是否可以指定快递,97
480,42,有买一送一对吧,买家要求发货检查,42
481,110,我撤消了  不退了,买家咨询退款时间,110
482,40,啥材料的？,买家需要商品推荐,40
483,86,可以可以多送我五个,买家咨询商品是否有赠品,86
484,9,我这个拍错码了,买家表示拍错了,9
485,43,好吧，那我重新拍一条吧。,买家要求改商品信息,43
486,62,两条买，有优惠那,买家咨询买多件能否优惠,62
487,78,颜色是要深些，有色差,买家咨询商品的色差问题,78
488,80,500克多少包,买家咨询商品价格,80
489,20,圆通或申通可以吗？,买家表示物流太慢了,20
490,1,你们自己包装随随便便的扔一堆,买家表达不满/生气,1
491,97,快递别发圆通可以不？,买家咨询是否可以指定快递,97
492,60,毛衣买一送一另一件怎么退费给我,买家咨询活动规则,60
493,14,嗯稍等啊,买家表示稍等,14
494,114,亲，在吗？那天我退的衣服，衣服钱收到了，运费险怎么没有退呀？,买家咨询运费险赔付规则,114
495,117,我是老客户了，有优惠吗,买家咨询自己的旺旺昵称,117
496,82,高精密和普通白 区别在哪里 亲,买家咨询商品区别,82
497,31,在那,买家打招呼,31
498,82,两种面都一样嘛?,买家咨询商品区别,82
499,97,发中通,买家咨询是否可以指定快递,97
500,19,运费我先垫付 到了全款赔吗,买家表示无法下单,19
501,44,收到了，有没有好评返现呢??,买家要求改运费,44
502,66,我已经寄出来了，两条一起的哦,买家咨询能否分开/一起发货,66
503,29,什么退二十元退十元,买家催促发货,29
504,97,福州地区发邮政可以吗？,买家咨询是否可以指定快递,97
505,77,亲，这是仿芙蓉石吧,买家咨询商品的材质/面料,77
506,111,你给我看一下看看我的快递到那了？,买家咨询物流信息,111
507,93,亲，我马上下单今天可以给我发顺丰吗,买家咨询是否可以发顺丰,93
508,109,是不是到货之后支付宝转账,买家咨询退款去向,109
509,99,老客户，有额外优惠,买家咨询是否有活动,99
510,65,这款可以定制logo吗,买家咨询能否定制,65
511,98,好评有礼啊,买家咨询是否有好评返现,98
512,22,好嘞，拍个试试,买家表示需要退货退款,22
513,93,那我现在就申请退款，重新拍,买家咨询是否可以发顺丰,93
514,67,"Hi,你这边发票是不是还没发我邮箱啊？",买家咨询能否开发票及发票类型和寄送时间,67
515,19,我买不了三件哦,买家表示无法下单,19
516,102,这个有刺鼻气味吗,买家咨询是否有味道,102
517,97,你们效率怎么这么低？,买家咨询是否可以指定快递,97
518,1,可你们连货都没发，我真的醉了，,买家表达不满/生气,1
519,13,已确认收货,买家表示商品已经寄回去了,13
520,92,我多买些能打折吗？,买家咨询是否可以打折,92
521,94,地址错了 可以改么,买家咨询是否可以改价,94
522,38,尺码不合适，换尺码不包邮？,买家讨价还价,38
523,82,亲，经典款和澳毛款有啥区别呀,买家咨询商品区别,82
524,74,另一条裤子收到了吗？,买家咨询商家是否收到寄回的商品,74
525,99,那跨店200-20还能叠加优惠券吗？,买家咨询是否有活动,99
526,73,下单咯，深圳发货？,买家咨询商家发货地,73
527,105,那你们得承担寄回去的邮费,买家咨询退换货运费由谁承担,105
528,99,外套有没有优惠一点。,买家咨询是否有活动,99
529,78,亲，这款肤色颜色正吗？,买家咨询商品的色差问题,78
530,58,到时候还能返现吗,买家咨询返现时间,58
531,23,那我寄回来退了重新拍,买家表示要重拍,23
532,73,这个衣服买几件可以分两个地址发货么,买家咨询商家发货地,73
533,46,你们这客服一点都不负责任,买家要求取消退换货退款,46
534,90,10元无门槛可以和店内的优惠券叠加吗,买家咨询商品重量,90
535,45,衣服算了不退了，,买家要求核对订单信息,45
536,77,12c黑色什么材质,买家咨询商品的材质/面料,77
537,92,我买那个打折吗,买家咨询是否可以打折,92
538,15,一箱有多少包480克的,买家表示是老顾客,15
539,24,在不在咧啊,买家表示已经收到货了,24
540,31,怎么老没人啊,买家打招呼,31
541,97,链接发给我,买家咨询是否可以指定快递,97
542,28,嗯嗯，拍好了,买家表示再看看,28
543,60,第二袋是半价吗？,买家咨询活动规则,60
544,111,怎么我的快递还没有变化呢,买家咨询物流信息,111
545,32,一斤大概多少个手撕面包,买家对特定款式/颜色表达喜好,32
546,47,好的！谢谢我亲,买家要求添加商家微信,47
547,11,顺丰得几天？？？？,买家表示商家发错地址,11
548,67,老板能开电子发票吗,买家咨询能否开发票及发票类型和寄送时间,67
549,16,我要更改地址，怎么改呢？,买家表示收件信息不需要修改了,16
550,105,送费谁出,买家咨询退换货运费由谁承担,105
551,59,我上次退回去换的鞋子给我发货了吗,买家咨询换货发货时间,59
552,99,双十一没有活动？,买家咨询是否有活动,99
553,39,这个怎么返现的呢,买家向商家表达不好意思,39
554,1,他妈的玩这种套路,买家表达不满/生气,1
555,97,为什么指定不了呢？因为那没有别的快递。,买家咨询是否可以指定快递,97
556,25,亲拍了,买家表示已下单付款,25
557,72,你发链接给我吧、我没有那优惠卷,买家咨询如何下单,72
558,48,邮费要我先垫付吗,买家要求退运费,48
559,22,麻烦不要发了我申请退货,买家表示需要退货退款,22
560,49,可以修改一下地址么？改成湖北省宜昌市 西陵区 西陵街道 三峡大学沁苑学生公寓，麻烦了 /:809,买家要求修改收件信息,49
561,86,该剁手了，忘了刚才用的花呗，过会儿还得还上，不能在进你的坑了，不然我会控制不住我的手的，，，,买家咨询商品是否有赠品,86
562,0,亲，你太搞笑了，你跟我邮来的??口罩那么小小宝贝带的呀？,买家抱怨商品涨价了,0
563,1,对你们家太失望了??,买家表达不满/生气,1
564,88,颜色 码数别发错货了哦,买家咨询商品是什么颜色,88
565,105,退货的话会包邮费吗,买家咨询退换货运费由谁承担,105
566,9,你好我多拍了一条裤子,买家表示拍错了,9
567,110,支付宝怎么没收到,买家咨询退款时间,110
568,105,我想退货，可是我确认收货了邮费谁出,买家咨询退换货运费由谁承担,105
569,16,改为5.8屏的XS，收件人：高雪，电话：18982532593，地址不变,买家表示收件信息不需要修改了,16
570,102,一罐蓝莓多少克,买家咨询是否有味道,102
571,59,试用装几块,买家咨询换货发货时间,59
572,36,好气,买家反馈收到的商品有问题,36
573,109,那就到付啊,买家咨询退款去向,109
574,74,我寄出去的快递收到了吗,买家咨询商家是否收到寄回的商品,74
575,86,那你就多送我两袋呗！,买家咨询商品是否有赠品,86
576,105,那我这边是不是先垫付,买家咨询退换货运费由谁承担,105
577,67,开收据加盖章,买家咨询能否开发票及发票类型和寄送时间,67
578,73,你们确定这个快递发货了吗,买家咨询商家发货地,73
579,36,我刚刚收到货，有坏的,买家反馈收到的商品有问题,36
580,83,不是都一起发货的吗,买家咨询商品上新时间,83
581,105,寄回去的邮费我得自理啊,买家咨询退换货运费由谁承担,105
582,15,老顾客都不优惠，心好痛,买家表示是老顾客,15
583,93,明天拍可以补邮费发顺丰吗？,买家咨询是否可以发顺丰,93
584,112,这俩有啥不一样吗,买家咨询优惠券使用规则,112
585,24,那还有送杯子吗,买家表示已经收到货了,24
586,22,不好意思，要的，发货吧，不回撤销,买家表示需要退货退款,22
587,99,我不着忙穿就是问问你双十一还搞活动吗？,买家咨询是否有活动,99
588,90,一箱是好多斤呢,买家咨询商品重量,90
589,46,我撤消了。,买家要求取消退换货退款,46
590,65,可定制字体？,买家咨询能否定制,94
591,105,那如果有质量问题退换包邮吗？,买家咨询退换货运费由谁承担,105
592,30,我是帮别人买的，还在等回复,买家催促回复,30
593,12,上次买的这款米白色收到货却是驼色,买家表示商家发错货了,12
594,38,这就是补偿吗,买家讨价还价,38
595,53,横店什么时候到,买家咨询到货时间,53
596,97,比别的快递慢多了,买家咨询是否可以指定快递,97
597,45,昨天下单的薏仁水有改地址吗,买家要求核对订单信息,45
598,92,亲，怎么可以打折啊,买家咨询是否可以打折,92
599,71,你不是电子发票吗,买家咨询如何领取优惠券,71
600,105,这个送收纳盒吗,买家咨询退换货运费由谁承担,105
601,7,好的。明天联系。谢谢亲,买家表示麻烦卖家，表达感谢,7
602,44,你们这个多久了还没到,买家要求改运费,44
603,30,亲，微信客服怎么不说话,买家催促回复,30
604,43,红色帮我改成140的,买家要求改商品信息,43
605,99,双十一你们搞活动嘛？,买家咨询是否有活动,99
606,78,毛衣颜色正不正。,买家咨询商品的色差问题,78
607,110,你给我换了，我可以撤销退款的了,买家咨询退款时间,110
608,78,不好意思，太短了！我要退货，麻烦把退货地址发给我,买家咨询商品的色差问题,78
609,63,如果穿起来不合适，退回去我不用出快递费吗,买家咨询哪款更好,63
610,82,q款和普通款的有啥区别嘛,买家咨询商品区别,82
611,22,拍错了 麻烦同意一下退款申请,买家表示需要退货退款,29
612,60,这款参与满四减一吗,买家咨询活动规则,60
613,111,啊你好，可以帮联系一下快递那边吗？,买家咨询物流信息,111
614,69,新疆的发货吗？,买家咨询偏远地区是否发货,69
