text	label	words
魔术死亡报告：外力促成自杀 最利刀刃却误伤自己	7	魔术 死亡 报告 ： 外力 促成 自杀   最利 刀刃 却 
固安新盘万汇广场下半年推2-3居板楼7000元	1	固安 新盘 万汇 广场 下半年 推 2 - 3 居板楼 70
雅宝第一季度净利润1.066亿美元同比增68%	2	雅宝 第一季度 净利润 1.066 亿美元 同比 增 68%
汉密尔顿拒绝责怪迈凯轮战术 立誓2011年会更加强大	7	汉密尔顿 拒绝 责怪 迈凯轮 战术   立誓 2011 年会
上期所拟推进期市实现质变	0	上期 所拟 推进 期 市 实现 质变
武钢股份：纵目未来 灿烂辉煌	2	武钢股份 ： 纵目 未来   灿烂辉煌
8月2日基金盘前交易提示	0	8 月 2 日 基金 盘前 交易 提示
大马10万人捧场进球梅花间竹 曼联既收票子又赚面子	7	大马 10 万人 捧场 进球 梅花 间 竹   曼联 既收 
《赤壁OL》谢恩师四大惊喜抢鲜看	8	《 赤壁 OL 》 谢恩 师 四大 惊喜 抢鲜 看
评论：审丑不可取 网络推手该管管了	4	评论 ： 审丑 不 可取   网络 推手 该 管管 了
教育部通报一起涉嫌虚假招生宣传案件	3	教育部 通报 一起 涉嫌 虚假 招生 宣传 案件
女子提分手遭男友泼硫酸毁容	5	女子 提 分手 遭 男友 泼 硫酸 毁容
家长称幼儿园怕孩子尿多限制其喝水	5	家长 称 幼儿园 怕 孩子 尿多 限制 其 喝水
中国社区卫生服务发展论坛举办	1	中国 社区卫生 服务 发展 论坛 举办
期货市场缺乏新消息面刺激 总体呈现震荡格局	0	期货市场 缺乏 新 消息面 刺激   总体 呈现 震荡 格局
经济数据临近 做好两手准备	2	经济 数据 临近   做好 两手 准备
网友称在医院捡到回扣单 当地卫生局介入调查	5	网友 称 在 医院 捡 到 回扣 单   当地 卫生局 介入
人法宠 三系齐修一起玩转《大话红楼》	8	人法 宠   三系 齐修 一起 玩转 《 大话 红楼 》
谷姐网站通过广东省通信管理局备案	4	谷姐 网站 通过 广东省 通信 管理局 备案
研究显示男性每天至少喝2杯茶有助减小腰围	6	研究 显示 男性 每天 至少 喝 2 杯 茶 有助 减小 腰
江苏教练组弃用大唐有原因 他在球队地位早已下降	7	江苏 教练组 弃用 大唐 有 原因   他 在 球队 地位 
女子不服判决带棺材到法院闹事	5	女子 不服 判决 带 棺材 到 法院 闹事
国际油价4日继续下跌	0	国际 油价 4 日 继续 下跌
21只百亿规模大基金跑输基准	0	21 只 百亿 规模 大 基金 跑 输 基准
德国弟子现场拜师 徐天红：象棋推广需走向世界(图)	7	德国 弟子 现场 拜师   徐天红 ： 象棋 推广 需 走向
Sonik退出X-Session 四人争一席	8	Sonik 退出 X - Session   四人争 一席
东5环海棠公社170平3居26000元别墅600万起	1	东 5 环 海棠 公社 170 平 3 居 26000 元 
拼命三郎柳承敏：曾想过跳海 新女友是善良的学生	7	拼命三郎 柳承敏 ： 曾 想 过 跳海   新 女友 是 善
屈指可数 全球恐怖题材网络游戏一览	8	屈指可数   全球 恐怖 题材 网络游戏 一览
《宝贝国度》梦网版 传说中的神器下	8	《 宝贝 国度 》 梦 网版   传说 中 的 神器 下
薛凯琪拍戏普通话进步神速 自称无富二代追求	9	薛凯琪 拍戏 普通话 进步 神速   自称 无富 二代 追求
誉天下二期誉皇殿 产品价值解析	1	誉 天下 二期 誉 皇殿   产品 价值 解析
郑州中考：“才女”9门考试 6门得满分	3	郑州 中考 ： “ 才女 ” 9 门 考试   6 门得 满
大商所对非独立法人交割仓库资格进行调整	0	大商所 对非 独立 法人 交割 仓库 资格 进行 调整
浙江大学2012年推荐免试研究生的通知	3	浙江大学 2012 年 推荐 免试 研究生 的 通知
独居老人死于家中 十天后被发现	5	独居 老人 死 于 家中   十天 后 被 发现
基金牛人四季度青睐新兴产业	0	基金 牛 人 四季度 青睐 新兴产业
燕郊田园牧歌148平米四居别墅在售均价4800元	1	燕郊 田园 牧歌 148 平米 四居 别墅 在售 均价 48
BioWare：日式RPG墨守成规缺乏创新	8	BioWare ： 日式 RPG 墨守成规 缺乏 创新
巴基斯坦160名民选议员卷入假学历丑闻	6	巴基斯坦 160 名 民选 议员 卷入 假学历 丑闻
林达海渔广场全款96折还送物业费(图)	1	林达海 渔 广场 全款 96 折 还 送 物业费 ( 图 )
中国女排出征前最后一训将赴日 排球中心集体送行	7	中国女排 出征 前 最后 一训 将 赴 日   排球 中心 
解密《天师钟馗》：“曾氏青蛇”与众不同(图)	9	解密 《 天师 钟馗 》 ： “ 曾氏 青蛇 ” 与众不同 
快讯：两市震荡整理 酿酒食品依旧强势	2	快讯 ： 两市 震荡 整理   酿酒 食品 依旧 强势
北京9场校园高招咨询会周末举行	3	北京 9 场 校园 高招 咨询会 周末 举行
工具还是玩具 摄影爱好者手中的iPad 2	4	工具 还是 玩具   摄影 爱好者 手中 的 iPad   
NYMEX原油期货19日收盘大跌2.5%	0	NYMEX 原油期货 19 日 收盘 大跌 2.5%
短讯-7000曼联球迷随队出征 数百球迷欲买黄牛党票	7	短讯 - 7000 曼联 球迷 随队 出征   数百 球迷 
电影《渡江侦察记》剧作家沈默君去世	9	电影 《 渡江 侦察 记 》 剧作家 沈默 君 去世
副局长涉嫌强奸未成年少女续：警方正追捕	5	副局长 涉嫌 强奸 未成年 少女 续 ： 警方正 追捕
NBA老照片-八年弹指一挥间 少年科比首次亲吻奖杯	7	NBA 老照片 - 八年 弹指一挥间   少年 科比 首次 
实录：吴克�做客聊新碟 拍MV跪地捶胸被水泡	9	实录 ： 吴克 � 做客 聊新 碟   拍 MV 跪地 捶胸
基金上半年业绩排名落定	0	基金 上半年 业绩 排名 落定
大运河孔雀城认筹可减3万新浪网友另有特惠(图)	1	大运河 孔雀 城认 筹可减 3 万 新浪 网友 另有 特惠 
首届海峡论坛大会在厦门举行	6	首届 海峡 论坛 大会 在 厦门 举行
青海高招二本院校和省内预科院校录取工作结束	3	青海 高招 二本 院校 和 省内 预科 院校 录取 工作 结
俄罗斯总理普京称叛变特工没有好下场	6	俄罗斯 总理 普京 称 叛变 特工 没有 好下场
英媒再曝鲁尼私生活丑闻 妻子怀孕与妓女鬼混	7	英媒 再 曝鲁尼 私生活 丑闻   妻子 怀孕 与 妓女 鬼
赵本山策划徒弟个唱 小沈阳沾媳妇光练就高音	9	赵本山 策划 徒弟 个 唱   小 沈阳 沾 媳妇 光 练就
2011山东高考8类考生受照顾 加分降分照顾条件	3	2011 山东 高考 8 类 考生 受 照顾   加分 降分
韩国称解决安重根遗骨问题前反对日本天皇访韩	6	韩国 称 解决 安重根 遗骨 问题 前 反对 日本天皇 访韩
拆迁队长12年赚900万元	1	拆迁 队长 12 年 赚 900 万元
陈天桥携手旧将朱威廉：合作运营	8	陈天桥 携手 旧 将 朱威廉 ： 合作 运营
温家宝与小学生上体育课 示范上篮连投进6个球	6	温家宝 与 小学生 上 体育课   示范 上篮 连投 进 6
《绿色征途》惊现“葵花宝典”！揭秘“玩法指南”	8	《 绿色 征途 》 惊现 “ 葵花宝典 ” ！ 揭秘 “ 玩
华侨城46亿开建武汉巴登城	1	华侨城 46 亿 开建 武汉 巴登 城
量能萎缩短线难有作为	2	量 能 萎缩 短线 难有 作为
2011辽视春晚落幕 梁静茹献歌赵本山被相亲	9	2011 辽视 春晚 落幕   梁静茹 献歌 赵本山 被 相
中国动向倒跌1% 惟申万重申买入高看6.6元	2	中国 动向 倒 跌 1%   惟申 万 重申 买入 高看 6
女排联赛-三外援轮番登场恒大完胜辽宁 5连胜领跑	7	女排 联赛 - 三 外援 轮番 登场 恒大 完胜 辽宁   
金属鼓手Big 4将巡演 羡慕马斯特恩的才华(图)	9	金属 鼓手 Big   4 将 巡演   羡慕 马 斯特恩 
王宝强携神秘女孩回公寓 被传已结婚生子	9	王宝强 携 神秘 女孩 回 公寓   被 传 已 结婚 生子
帕克为NBALIVE09造声势 伊戈达拉76人能进总决赛	7	帕克为 NBALIVE09 造 声势   伊戈 达拉 76 
老布不指望国安更相信申花 能否夺回榜首需看沪连战	7	老布 不 指望 国安 更 相信 申花   能否 夺回 榜首 
韩国外交官被指为女儿应聘“走后门”后丢官	6	韩国 外交官 被 指为 女儿 应聘 “ 走后门 ” 后 丢官
欢腾万圣节小奥游戏城邀您盛装狂秀	8	欢腾 万圣节 小奥 游戏城 邀 您 盛装 狂秀
《封神演义―战神杨戬》神话仙气上市	8	《 封神演义 ― 战神 杨戬 》 神话 仙气 上市
热带风暴横扫中美洲造成100多人死亡	6	热带风暴 横扫 中美洲 造成 100 多人 死亡
PSV《天启之王》公布 首支预告片欣赏	8	PSV 《 天启之王 》 公布   首支 预告片 欣赏
图文-中信银行业巡赛南京站 球员关注赛事	7	图文 - 中信银行 业 巡赛 南京站   球员 关注 赛事
美国7月游戏市场Xbox 360统治平台	8	美国 7 月 游戏 市场 Xbox   360 统治 平台
明星中学作文曝光 李宇春文笔最好被称才女(图)	3	明星 中学 作文 曝光   李宇春 文笔 最好 被 称 才女
专业级单反相机 佳能7D套装售价14299元	4	专业级 单反相机   佳能 7D 套装 售价 14299 元
四川三所中学获校长推荐上北大资格	3	四川 三 所 中学 获 校长 推荐 上 北大 资格
专业硕士成考研备胎 就业前景不明扩招遇冷	3	专业 硕士 成 考研 备胎   就业 前景 不明 扩招 遇冷
美股评论：科技行业财测消失为哪般	2	美股 评论 ： 科技 行业 财测 消失 为 哪般
引进CTA利于健全QDII资产配置	0	引进 CTA 利于 健全 QDII 资产 配置
疑似受累同系基金业绩 东方核心46天仅募7.72亿	0	疑似 受累 同 系 基金 业绩   东方 核心 46 天仅 
组图：谢霆锋资助50位失学儿童 获两个慈善大奖	9	组图 ： 谢霆锋 资助 50 位 失学 儿童   获 两个 
媒体称IAEA报告将展示伊朗核弹模型设计图	6	媒体 称 IAEA 报告 将 展示 伊朗 核弹 模型 设计图
《如龙5》投身花街僵尸之战 最新预告	8	《 如龙 5 》 投身 花街 僵尸 之战   最新 预告
广电总局解读电影管理体制改革	6	广电总局 解读 电影 管理 体制改革
清洁工不满解聘补偿款放火烧伤2人	5	清洁工 不满 解聘 补偿款 放火 烧伤 2 人
RIM确认NFC将用于未来所有黑莓设备	4	RIM 确认 NFC 将 用于 未来 所有 黑莓 设备
伍兹历史显示周末有胜算 四次夺冠三次后来居上	7	伍兹 历史 显示 周末 有 胜算   四次 夺冠 三次 后来
英媒称奥巴马夫妇将不会受邀参加威廉王子婚礼	6	英媒称 奥巴马 夫妇 将 不会 受邀 参加 威廉 王子 婚礼
后起之秀的跬步之功 夺目光环外他们在翩翩起舞	7	后起之秀 的 跬步 之功   夺目 光环 外 他们 在 翩翩
《天使之恋2-命运的乐章》图文攻略1	8	《 天使 之恋 2 - 命运 的 乐章 》 图文 攻略 1
亦庄米拉village在售59-80平1-2居19000享98折	1	亦庄 米拉 village 在售 59 - 80 平 1 -
有奇遇不坑爹 九阴奇遇哥闪亮登场	8	有 奇遇 不坑 爹   九阴 奇遇 哥 闪亮 登场
Wii《龙珠 天下一大冒险》夏季发售	8	Wii 《 龙珠   天下 一大 冒险 》 夏季 发售
杭州各商场国庆用微博促销抢顾客 15分钟发5条	5	杭州 各 商场 国庆 用 微博 促销 抢 顾客   15 分
范冰冰边工作边犒劳员工 率12人齐赴戛纳玩(图)	9	范冰冰 边 工作 边 犒劳 员工   率 12 人齐 赴 戛
龚蓓�与国际设计师合作 拍时尚艺术短片(组图)	9	龚蓓 � 与 国际 设计师 合作   拍 时尚 艺术 短片 
专家称伊朗可能遭受美以军事打击	6	专家 称 伊朗 可能 遭受 美以 军事 打击
金牌经纪陈自强70大寿 张曼玉钟楚红泯恩仇(图)	9	金牌 经纪 陈自强 70 大寿   张曼玉 钟楚红 泯 恩仇
朝阳中弘北京像素40-50平在售28000	1	朝阳 中弘 北京 像素 40 - 50 平在售 28000
代耕农投票失策遭报复 被取消分红等经济权利	5	代 耕农 投票 失策 遭 报复   被 取消 分红 等 经济
传淘宝正进行人事调整应对百度C2C	4	传 淘宝 正 进行 人事 调整 应对 百度 C2C
童星关凌微博承认下月出嫁 戴凤冠格格出阁(图)	9	童星 关凌微博 承认 下 月 出嫁   戴 凤冠 格格 出阁
远洋天著拥有领跑城市别墅队列的关键王牌	1	远洋 天著 拥有 领跑 城市 别墅 队列 的 关键 王牌
香港高校内地招生规模扩大 录取方式略有不同	3	香港 高校 内地 招生 规模 扩大   录取 方式 略有不同
喀麦隆首都列车脱轨燃油泄漏(组图)	6	喀麦隆 首都 列车 脱轨 燃油 泄漏 ( 组图 )
决赛前瞻-辽宁欲撼动全运霸主 隋菲菲迎来最后1战	7	决赛 前瞻 - 辽宁 欲 撼动 全运 霸主   隋菲菲 迎来
房价上涨绷紧各方神经	1	房价 上涨 绷紧 各方 神经
15年从业无实战 稽核总监变身基金经理是福是祸	0	15 年 从业 无 实战   稽核 总监 变 身 基金 经理
易方达企业股票型基金拟节后发行	0	易方达 企业 股票 型基金 拟 节后 发行
QQ会员独享 寻仙2.0推出会员专属礼包	8	QQ 会员 独享   寻仙 2.0 推出 会员 专属 礼包
加拿大政府密件暴露核反应堆投资量	6	加拿大政府 密件 暴露 核反应堆 投资 量
老妇管教6岁孙子疑失手致其死亡(组图)	5	老妇 管教 6 岁 孙子 疑 失手 致其 死亡 ( 组图 )
《九州OL》地下城实战攻略（III)	8	《 九州 OL 》 地下城 实战 攻略 （ III )
天津大盘再启 大师别墅专场看房大奖赢不停(图)	1	天津 大盘 再启   大师 别墅 专场 看房 大奖 赢 不停
游戏至尊 独显神舟F640T售价3999元	4	游戏 至尊   独显 神舟 F640T 售价 3999 元
基金静待投资股指期货细则出台	0	基金 静待 投资 股指 期货 细则 出台
今日上市公司业绩公布备忘录	2	今日 上市 公司业绩 公布 备忘录
50ETF交易活跃 净赎回再创新高	0	50ETF 交易 活跃   净 赎回 再创新高
《宝贝国度》梦网版 团团圆圆	8	《 宝贝 国度 》 梦 网版   团团圆圆
轿车司机撞死人后当场大哭不止	5	轿车 司机 撞死人 后 当场 大哭 不止
2010年天津市中考作文题	3	2010 年 天津市 中考 作文题
四川高考一本招生8月4日开录 录取现场探秘	3	四川 高考 一本 招生 8 月 4 日 开录   录取 现场
传易建联与模特李亚红相恋 亲密照曝光(组图)	9	传 易建联 与 模特 李亚红 相恋   亲密 照曝光 ( 组
组图：刘德华为庆澳门回归化身京剧人物	9	组图 ： 刘德华 为庆 澳门 回归 化身 京剧 人物
台湾新党发布党庆宣言：面对统一 纵横中国	6	台湾 新党 发布 党庆 宣言 ： 面对 统一   纵横 中国
中国网民规模已达3.38亿	4	中国网民 规模 已达 3.38 亿
《宝贝国度》四天打造传奇人生	8	《 宝贝 国度 》 四天 打造 传奇 人生
马英九明确肯定国共平台 无法预估胡马会时间	6	马英九 明确 肯定 国共 平台   无法 预估 胡马会 时间
午后维持窄幅震荡 关注20日线压力	2	午后 维持 窄幅 震荡   关注 20 日线 压力
信用卡被盗刷万元 一审超市判赔七成	0	信用卡 被盗 刷 万元   一审 超市 判赔 七成
农发行将与中粮集团合作设立粮食安全基金	0	农发行 将 与 中粮 集团 合作 设立 粮食安全 基金
中小板指跌逾6%破2200点关口 创调整新低	2	中小板 指跌 逾 6% 破 2200 点 关口   创 调整
中国银行2011年信贷规模暂定7000亿元	2	中国银行 2011 年 信贷 规模 暂定 7000 亿元
上海市09年高三年级十四校3月份联考试题	3	上海市 09 年 高三 年级 十四 校 3 月份 联 考试题
盛大文学版图扩张记：用版权攻城拔寨	4	盛大 文学 版图 扩张 记 ： 用 版权 攻城 拔寨
员工不满工作安排将领导打伤欲跳下6楼	5	员工 不满 工作 安排 将 领导 打伤 欲 跳 下 6 楼
日本核泄漏影响排球世界杯或易地 关系奥运入场券	7	日本 核泄漏 影响 排球 世界杯 或 易地   关系 奥运 
