text,label,words,y_pred
237,女孩开网店出售剩余人生 一天最多赚2000元,5,女孩 开 网店 出售 剩余 人生   一天 最多 赚 200,5
238,唯成绩逆民意炮制行政足球 中国足球究竟属于谁？,7,唯 成绩 逆 民意 炮制 行政 足球   中国 足球 究竟 ,7
239,2011年广东为高考考场配金属探测器,3,2011 年 广东 为 高考 考场 配 金属 探测器,3
240,国资委：央企要慎入股市与期货等高风险领域,0,国资委 ： 央企要 慎入 股市 与 期货 等 高风险 领域,0
241,台检方再传唤陈水扁妻兄吴景茂 不排除申请羁押,6,台 检方 再 传唤 陈水扁 妻兄 吴景茂   不 排除 申请,6
242,考特鲁克：明年全球棉花仍将供大于求,0,考 特鲁克 ： 明年 全球 棉花 仍 将 供大于求,0
243,亦庄IN北京148平起大户型享94折2013年推二期,1,亦庄 IN 北京 148 平起 大户型 享 94 折 201,1
244,中路股份：迪士尼预期引爆8个涨停,2,中路 股份 ： 迪士尼 预期 引爆 8 个 涨停,2
245,人气之王 佳能EOS 5D MarkII沈阳热销,4,人气 之王   佳能 EOS   5D   MarkII 沈,4
246,哥本哈根会议带动新能源“留学热”,3,哥本哈根 会议 带动 新能源 “ 留学 热 ”,3
247,郑秀文七年后重现商场签唱 男歌迷喜极而泣(图),9,郑秀文 七年 后 重现 商场 签唱   男歌迷 喜极而泣 (,9
248,看好楼市 雅戈尔10亿宁波拿地,1,看好 楼市   雅戈尔 10 亿 宁波 拿 地,1
249,5倍光变广角DC 佳能A3300售价1180元!,4,5 倍 光变 广角 DC   佳能 A3300 售价 118,4
250,北京股商：金融地产处于破位边缘,2,北京 股商 ： 金融 地产 处于 破位 边缘,1
251,预告誉天下一期百套精装大宅正式交房,1,预告 誉 天下 一期 百套 精装 大宅 正式 交房,1
252,CRRC报告认为央企将继续推动拿地潮,1,CRRC 报告 认为 央企将 继续 推动 拿 地潮,2
253,吉尔吉斯官员建议将国家租给他国划区治理,6,吉尔吉斯 官员 建议 将 国家 租给 他国划区 治理,6
254,郑白糖雄居去年全球商品期货交易量老大,0,郑 白糖 雄居 去年 全球 商品 期货交易 量 老大,0
255,安雯开微博否认与苏越结婚 表示要尽力帮助苏越,9,安雯 开微博 否认 与 苏越 结婚   表示 要 尽力 帮助,9
256,2011考研复试英语 名师为您出谋划策,3,2011 考研 复试 英语   名师 为 您 出谋划策,3
257,店员杀害老板娘后照常上班半个月,5,店员 杀害 老板娘 后 照常上班 半个 月,5
258,一渡新新小镇高尔夫精英邀请赛免费试打,1,一渡 新 新 小镇 高尔夫 精英 邀请赛 免费 试打,1
259,环保部处罚减排存在问题的8个市和5家电厂,6,环保部 处罚 减排 存在 问题 的 8 个市 和 5 家 电,6
260,酒店老板欲跳楼在楼顶中暑晕倒被救下,5,酒店 老板 欲跳楼 在 楼顶 中暑 晕倒 被 救下,5
261,MF Global：2010年世界10大宏观经济主题,2,MF   Global ： 2010 年 世界 10 大 宏,3
262,热带风暴艾达逼近尼加拉瓜数百人被疏散,6,热带风暴 艾达 逼近 尼加拉瓜 数百人 被 疏散,9
263,方正与宏�展开全面战略合作 不互相参股,4,方正 与 宏 � 展开 全面 战略 合作   不 互相 参股,4
264,台当局民调显示多数民众支持两岸制度化协商,6,台当局 民调 显示 多数 民众 支持 两岸 制度化 协商,6
265,大盘碎步盘整 静待明日宏观数据出炉,2,大盘 碎步 盘整   静待 明日 宏观 数据 出炉,2
266,09年文科第一名何川洋再上考场,3,09 年 文科 第一名 何川洋 再 上 考场,3
267,华商收益增强基金新增工行代销渠道,0,华商 收益 增强 基金 新增 工行 代销 渠道,0
268,洛杉矶一座商厦疑天然气爆炸致1人死亡,6,洛杉矶 一座 商厦 疑 天然气 爆炸 致 1 人 死亡,6
269,取消特长生加分 特辅班学生“大逃亡”,3,取消 特长生 加 分   特辅班 学生 “ 大 逃亡 ”,3
270,外围市场走强提振 棕榈油价格上行,0,外围 市场 走强 提振   棕榈油 价格 上行,0
271,部分二线地产股拉升 ST兰光逆势涨停,2,部分 二线 地产股 拉升   ST 兰光 逆势 涨停,2
272,午评：工行H股半日收跌7.90% 高盛拟售24亿股,2,午评 ： 工行 H股 半日 收跌 7.90%   高盛 拟售,2
273,房地产：重点关注商业地产,2,房地产 ： 重点 关注 商业地产,1
274,艳星歌星都爱体感 与Kinect有染明星,8,艳星 歌星 都 爱体 感   与 Kinect 有染 明星,9
275,基金业绩严重折损 股基全线告负,0,基金 业绩 严重 折损   股基 全线 告负,0
276,男子持双刀砍伤7人被鉴定为精神分裂获释(图),5,男子 持 双刀 砍伤 7 人 被 鉴定 为 精神分裂 获释 ,5
277,汉密尔顿盛赞超级星期五 巴顿赛车调校仍有余地,7,汉密尔顿 盛赞 超级 星期五   巴顿 赛车 调校 仍 有 ,7
278,东三环苹果社区精装小户型现房均价22000(图),1,东三环 苹果 社区 精装 小户型 现房 均价 22000 (,1
279,索爱PSPhone游戏手机在英国上市遇阻,8,索爱 PSPhone 游戏 手机 在 英国 上市 遇阻,8
280,小法为投巴萨自掏400万 温格：或许某天他会回阿森纳,7,小法 为 投 巴萨 自 掏 400 万   温格 ： 或许 ,7
281,中国地能半日涨14.61% 未受折让配股影响,2,中国 地能 半日 涨 14.61%   未受 折让 配股 影,2
282,英国女王穿旧衣赢掌声 节俭应对金融海啸(图),9,英国女王 穿 旧衣 赢 掌声   节俭 应对 金融 海啸 (,2
283,盛世骄阳起诉影著协及网尚文化侵权,4,盛世 骄阳 起诉 影著 协及 网尚 文化 侵权,4
284,高拍价难挺多头信心 郑糖尾盘大跳水,0,高拍 价难 挺 多头 信心   郑糖 尾盘 大跳水,0
285,名人战古灵益漏算翻盘妙手 那一刻古力心跳如擂鼓,7,名人战 古灵益 漏算 翻盘 妙手   那一刻 古力 心跳 如,7
286,马浚伟中六合彩旺事业 同事争握其手沾福气(图),9,马浚伟 中 六合彩 旺 事业   同事 争握 其手 沾 福气,5
287,热议：高考要改的不是时间而是观念,3,热议 ： 高考 要 改 的 不是 时间 而是 观念,3
288,英国男子造出高仿版二战德国潜艇(组图),6,英国 男子 造出 高 仿版 二战 德国 潜艇 ( 组图 ),5
289,欧美股市自由落体 QDII净值一跌回到去年底,0,欧美 股市 自由落体   QDII 净值 一跌 回到 去年底,0
290,亦庄天鹅堡悦湖180平起叠拼别墅在售全款91折,1,亦庄 天鹅堡 悦湖 180 平起 叠 拼 别墅 在售 全款 ,1
291,坦克世界超级杯赛打造专业电竞联赛,8,坦克 世界 超级 杯赛 打造 专业 电竞 联赛,8
292,银行辞职合同工冒领100多张信用卡套现200余万,0,银行 辞职 合同工 冒领 100 多张 信用卡 套现 200,0
293,独家对话俞敏洪：50岁的时候要去留学(图),3,独家 对话 俞敏洪 ： 50 岁 的 时候 要 去 留学 (,3
294,时评：对川大破格招收奇偏怪才的喝彩与提醒,3,时评 ： 对川大 破格 招收 奇偏 怪才 的 喝彩 与 提醒,3
295,兰州练摊帝出书讲述创业故事,5,兰州 练摊 帝 出书 讲述 创业 故事,4
296,组图：文根英张根锡《玛丽外宿中》吻戏曝光,9,组图 ： 文根英 张根锡 《 玛丽 外宿 中 》 吻 戏 曝,9
297,澳际留美天才挑战赛：这是一场什么样的比赛,3,澳际 留美 天才 挑战赛 ： 这是 一场 什么样 的 比赛,7
298,短期PTA将呈现高位强势振荡 上方测试11000压力,0,短期 PTA 将 呈现 高位 强势 振荡   上方 测试 1,0
299,瑞士考虑放弃核能发电计划,6,瑞士 考虑 放弃 核能 发电 计划,2
300,日本落实超600亿美元经济刺激计划,6,日本 落实 超 600 亿美元 经济 刺激 计划,2
301,火箭曾为保一人拒绝阿泰 他的表现比街球王更出色,7,火箭 曾为 保一人 拒绝 阿泰   他 的 表现 比 街球王,7
302,看行业谈环境小析动作网游的发展前景,8,看 行业 谈 环境 小析 动作 网游 的 发展前景,8
303,亚洲杯李晓霞爆冷负香港选手 张继科输球差在运气,7,亚洲杯 李晓霞 爆冷 负 香港 选手   张继科 输球 差 ,2
304,2009年福建高考考试说明补充说明通知,3,2009 年 福建 高考 考试 说明 补充 说明 通知,3
305,资金市愈演愈烈 大宗商品强势上行,0,资金 市 愈演愈烈   大宗 商品 强势 上行,0
306,通州龙湖蔚澜香醍洋房及别墅均价1万8优惠面议,1,通州 龙湖 蔚澜香 醍 洋房 及 别墅 均价 1 万 8 优,1
307,部分国家驻华使馆联系方式(9),3,部分 国家 驻华使馆 联系方式 ( 9 ),6
308,清华研究生社会实践基地落户石河子,3,清华 研究生 社会 实践 基地 落户 石河子,3
309,国米震撼欧洲强阵始于亚特兰大 穆帅意甲欧冠追求各异,7,国米 震撼 欧洲 强阵 始于 亚特兰大   穆帅 意甲 欧冠,7
310,资料：演员白雨个人档案(附图),9,资料 ： 演员 白雨 个人档案 ( 附图 ),9
311,东海证券：在发展中化解市场矛盾,2,东海 证券 ： 在 发展 中 化解 市场 矛盾,2
312,中国电子商务的自救运动,4,中国 电子商务 的 自救 运动,4
313,三亚高层公寓25度阳光4月中旬三个组团对外开放,1,三亚 高层 公寓 25 度 阳光 4 月 中旬 三个 组团 ,1
314,粮食局：提高粮食价格与稳物价不矛盾,0,粮食局 ： 提高 粮食价格 与 稳 物价 不 矛盾,0
315,李毅笑言下赛季或许会复出 称感情深不会抛弃深圳,7,李毅 笑言下 赛季 或许 会 复出   称 感情 深 不会 ,7
316,分食雷曼不完全指南,2,分 食 雷曼 不 完全 指南,2
317,浙江德比四杆洋枪唱主角 效率强人风头盖过斯奈德,7,浙江 德比 四杆 洋枪 唱主角   效率 强人 风头 盖过 ,7
318,现货基础动摇 PTA弱势难改,0,现货 基础 动摇   PTA 弱势 难改,0
319,法核设施爆炸能源股下跌 银行仍是拉低股市元凶,2,法 核设施 爆炸 能源 股 下跌   银行 仍 是 拉 低 ,6
320,凡客诚品签约李宇春代言,4,凡客 诚品 签约 李宇春 代言,9
321,韩国网游成瘾少年迷失 血案频发震惊社会,8,韩国 网游 成瘾 少年 迷失   血案 频发 震惊 社会,8
322,7X光变广角大屏 理光CX1上市价2350元,4,7 X光 变 广角 大屏   理光 CX1 上 市价 235,4
323,广州中考提前批录取开始 省实分数线最高,3,广州 中考 提前 批 录取 开始   省实 分数线 最高,3
324,收评：期市再度大跌 橡胶沪锌塑料跌停,0,收评 ： 期 市 再度 大跌   橡胶 沪 锌 塑料 跌停,0
325,上海升初中面试学生家长各有侧重,3,上海 升 初中 面试 学生家长 各有 侧重,3
326,温家宝会见印度总理辛格(组图),6,温家宝 会见 印度 总理 辛格 ( 组图 ),6
327,调查称俄罗斯达吉斯坦爆炸为恐怖活动(图),6,调查 称 俄罗斯 达吉斯坦 爆炸 为 恐怖活动 ( 图 ),6
328,海牙法庭决定为卡拉季奇指定辩护律师,6,海牙 法庭 决定 为 卡拉 季奇 指定 辩护律师,6
329,歌唱家韩红出任空政文工团副团长已二月有余,9,歌唱家 韩红 出任 空政 文工团 副团长 已 二月 有余,9
330,E3 2010《NBA精英11》游戏影像曝光,8,E3   2010 《 NBA 精英 11 》 游戏 影像 ,8
331,意联赛杨昊砍第二高分拦网发威 佩鲁贾2连胜冲4强,7,意 联赛 杨昊 砍 第二 高分 拦网 发威   佩鲁贾 2 ,7
332,改变收粮原生态 外资粮商的阳谋,0,改变 收粮 原生态   外资 粮商 的 阳谋,0
333,绝望“出柜”主妇可能离开紫藤街,9,绝望 “ 出柜 ” 主妇 可能 离开 紫藤 街,6
334,哈尔滨中考监考老师不准穿高跟鞋,3,哈尔滨 中考 监考 老师 不准 穿 高跟鞋,3
335,宁夏粮食局副局长：用好粮食期货发展经济,0,宁夏 粮食局 副局长 ： 用 好 粮食 期货 发展 经济,0
336,韩国拟在韩日争议岛屿召开国会会议,6,韩国 拟 在 韩日 争议 岛屿 召开 国会 会议,6
337,组图：郑融低胸裙突显上围 张可颐望有私人空间,9,组图 ： 郑融 低胸 裙 突显 上围   张可颐 望 有 私,9
338,Grubby因CEPL延期选择SC2 偶尔War3,8,Grubby 因 CEPL 延期 选择 SC2   偶尔 W,9
339,机构做多意愿依然不强,2,机构 做 多 意愿 依然 不 强,2
340,湖人有望连续3年埋葬爵士 科比乔丹同列犹他仇人榜,7,湖人 有望 连续 3 年 埋葬 爵士   科比 乔丹 同列 ,7
341,世奥国际中心精装现房19200元全款每平减400元,1,世奥 国际 中心 精装 现房 19200 元 全款 每平减 ,1
342,白银期货价格创31年新高,0,白银 期货价格 创 31 年 新高,0
343,东四环安徒生花园精装149平大户型4月开盘(图),1,东四环 安徒生 花园 精装 149 平 大户型 4 月 开盘,1
344,每日晚间实力机构点评热门个股精选,2,每日 晚间 实力 机构 点评 热门 个股 精选,2
345,恒生指数早盘高开0.21% 中国人寿领涨蓝筹,2,恒生指数 早盘 高开 0.21%   中国 人寿 领涨 蓝筹,2
346,《袁崇焕》看片会 于魁智不避谈欠缺(组图),9,《 袁崇焕 》 看片会   于魁智 不避谈 欠缺 ( 组图 ,9
347,快讯：四环生物生物科技龙头逆势飙升 屡战新高,2,快讯 ： 四环 生物 生物科技 龙头 逆势 飙升   屡战 ,2
348,陶�180万加盟深圳卫视跨年 高于巨星平时价格,9,陶 � 180 万 加盟 深圳 卫视 跨年   高于 巨星 ,9
349,欧元区或将因削减财赤不当而陷入双底衰退,2,欧元区 或 将 因 削减 财赤 不当 而 陷入 双底 衰退,2
350,50ETF上周净申购1.92亿份,0,50ETF 上周 净 申购 1.92 亿份,0
351,东吴货币基金首募44.33亿,0,东吴 货币基金 首募 44.33 亿,0
352,天津翠金湖美墅岛230平起联排均价8900享96折,1,天津 翠金 湖美墅 岛 230 平起 联排 均价 8900 ,1
353,“海选虞姬”首次曝光 刘烨曝张震可能明年结婚,9,“ 海选 虞姬 ” 首次 曝光   刘烨 曝张 震 可能 明,9
354,两司机因两元钱价格纠纷将六旬老人打致重伤,5,两 司机 因 两元 钱 价格 纠纷 将 六旬 老人 打致 重,5
355,女子拒绝抚养8岁女儿 法庭上扬言将其杀害(图),5,女子 拒绝 抚养 8 岁 女儿   法庭 上 扬言 将 其 ,5
356,江西08年高考一本二本录取分数线揭晓,3,江西 08 年 高考 一本 二本 录取 分数线 揭晓,3
357,《Core Blaze》试玩视频公布 明年开测,8,《 Core   Blaze 》 试玩 视频 公布   明年,8
358,再战佳能5D II 尼康D700豪华套装19900,4,再战 佳能 5D   II   尼康 D700 豪华 套装 ,4
359,北京开放大学最快3月挂牌 毕业生将有三张证书,3,北京 开放 大学 最快 3 月 挂牌   毕业生 将 有 三,3
360,聂卫平欲向央视领导讨说法 中国棋院牵线安排场合,7,聂卫平 欲 向 央视 领导 讨说法   中国棋院 牵线 安排,9
361,大盘为何踌躇不前 一些板块正在密谋新升势,2,大盘 为何 踌躇不前   一些 板块 正在 密谋 新 升势,2
362,温家宝会见日首相鸠山 鸠山称日本正视历史问题,6,温家宝 会见 日 首相 鸠山   鸠山 称 日本 正视 历史,6
363,顺网科技重新包装再战创业板,4,顺网 科技 重新 包装 再战 创业板,2
364,全球首款Facebook手机下月面市,4,全球 首款 Facebook 手机 下 月 面市,4
365,民生银行今日赴港上市聆讯 可能11月下旬挂牌,2,民生银行 今日 赴 港 上市 聆讯   可能 11 月 下旬,8
366,中外合拍片境遇：独立导演押身家 公司有话语权,9,中外 合拍片 境遇 ： 独立 导演 押 身家   公司 有 ,9
367,高速路上20米长拖车突然断成3截(图),5,高速 路上 20 米长 拖车 突然 断成 3 截 ( 图 ),5
368,男生在学校踢球时猝死续：校方赔偿10万元,5,男生 在 学校 踢球 时 猝死 续 ： 校方 赔偿 10 万,5
369,球迷：希望新帅不是又一个傀儡 期待曹�定当队长,7,球迷 ： 希望 新帅 不是 又 一个 傀儡   期待 曹 �,7
370,乌克兰日采购俄天然气量增至1.2亿立方米,6,乌克兰 日 采购 俄 天然气 量 增至 1.2 亿立方米,6
371,酒井法子获保释：涂粉底遮纹身 一天换两造型,9,酒井法子 获 保释 ： 涂 粉底 遮 纹身   一天 换 两,9
372,中青旅：景区经营进一步 盈利能力强化中,2,中青旅 ： 景区 经营 进一步   盈利 能力 强化 中,2
373,2011考研五六月份必做工作大盘点,3,2011 考研 五六 月份 必做 工作 大盘 点,3
374,世行行长呼吁重视发展中国家发展经验,6,世行 行长 呼吁 重视 发展中国家 发展 经验,6
375,村妇假扮尼姑入室诈骗老人钱财,5,村妇 假扮 尼姑 入室 诈骗 老人 钱财,5
376,特鲁西埃中国首次被喊下课 被曝刚愎自用搞乱球队,7,特鲁西埃 中国 首次 被 喊 下课   被 曝 刚愎自用 搞,2
377,山西医科大学2008年考研成绩可上网查询,3,山西 医科大学 2008 年 考研 成绩 可 上网 查询,3
